essay_id,o_v12,c_v12,e_v12,a_v12,n_v12
1,4.13333333333333,3.6,6,5.5,4
2,4.66666666666667,3.33333333333333,4.36666666666667,5.6,4.35
3,6.76666666666667,2.66666666666667,4.66666666666667,3.75,5.4
4,4.33333333333333,4.53333333333333,6.46666666666667,5.95,4.75
5,4.63333333333333,3.83333333333333,6.76666666666667,4.9,3.85
6,7.73333333333333,3.03333333333333,4.9,6.2,5.3
7,4.76666666666667,2.96666666666667,5.23333333333333,4.1,3.05
8,5.23333333333333,2.83333333333333,5.9,2.4,4.35
9,3.56666666666667,3.33333333333333,6.23333333333333,3.85,6.4
10,4.26666666666667,3.8,5.9,5.3,5.5
11,3.8,3.73333333333333,3.3,3.4,3.7
12,6.93333333333333,4.66666666666667,5.3,5.35,4.9
13,4.9,3.5,5,6.45,4.1
14,5.93333333333333,2.7,7.36666666666667,4.05,4.35
15,3.53333333333333,2.5,5.1,4.3,3.6
16,2.46666666666667,3.5,4.9,2.05,4.05
17,7.96666666666667,5.56666666666667,5.5,4.4,4.15
18,6.4,2.9,4.36666666666667,5.8,3.6
19,4.23333333333333,6.7,5.03333333333333,4.95,2.4
20,6.36666666666667,3.13333333333333,3.43333333333333,5.55,5.9
21,3.3,5.7,4.7,6,6.05
22,4.96666666666667,4.33333333333333,6.23333333333333,5.05,7.55
23,3.7,4.53333333333333,6.23333333333333,7.55,3.45
24,5.13333333333333,4.66666666666667,5.5,4.2,5.15
25,3.93333333333333,5.83333333333333,6.5,6.05,4.1
26,4.96666666666667,4.63333333333333,5.13333333333333,7.05,5
27,2.63333333333333,4.1,6.4,4.05,3.65
28,7.13333333333333,3.4,5.2,5.5,4
29,6.23333333333333,3.23333333333333,3.66666666666667,6.85,7.65
30,4.83333333333333,3.73333333333333,5.46666666666667,7.5,6.65
31,3.63333333333333,3.56666666666667,4.8,6.65,4.2
32,3.66666666666667,3,5.1,4.55,5.6
33,5.56666666666667,3.63333333333333,4.7,5.4,6.9
34,4.1,3.36666666666667,3.2,5.25,7.45
35,6.7,4.46666666666667,6.26666666666667,4.6,4.3
36,5.6,4.1,4.6,6.65,4.65
37,7.76666666666667,3.4,5.43333333333333,5.95,3.2
38,5.66666666666667,2.86666666666667,5.8,3.85,4.3
39,4.8,4.5,6.63333333333333,6.75,4.35
40,5.13333333333333,3.86666666666667,6.16666666666667,6.05,4.85
41,3.06666666666667,3.4,4.2,4.3,5.15
42,7.1,3.16666666666667,5.1,5.85,5.8
43,5.06666666666667,4.16666666666667,5.73333333333333,3.25,5.1
44,6.36666666666667,4.13333333333333,4.9,5.1,3.55
45,5.86666666666667,2.43333333333333,6.73333333333333,2.65,3.8
46,5.63333333333333,5.83333333333333,5.43333333333333,7.1,4.6
47,3.36666666666667,2.76666666666667,4.9,1.75,4.65
48,4.26666666666667,3.53333333333333,5.26666666666667,6.7,4.7
49,5.46666666666667,2.93333333333333,7.4,5.15,3
50,5.6,3.53333333333333,6.53333333333333,5.85,3.5
51,6.2,4.26666666666667,6.06666666666667,6.25,4.85
52,4.5,5.56666666666667,4.16666666666667,8.3,5.35
53,5.8,4.1,3.33333333333333,6.75,5.8
54,4,5.16666666666667,4.46666666666667,6.25,5
55,3.86666666666667,3,6.73333333333333,3.25,5.75
56,3.9,3.86666666666667,5.16666666666667,6.9,4.5
57,4.36666666666667,5.06666666666667,4.46666666666667,5.15,3.75
58,4.56666666666667,3.73333333333333,6.5,6.35,3.45
59,5.4,5.23333333333333,6.53333333333333,6.7,4.5
60,6.06666666666667,3.03333333333333,5.7,3.8,3.5
61,5.5,7.26666666666667,5.2,5.35,4.1
62,4.76666666666667,4.1,6.26666666666667,5.6,4.9
63,4.43333333333333,3.8,4.53333333333333,5.5,6.45
64,7,4.96666666666667,4.2,5.3,4.65
65,4.33333333333333,3.96666666666667,4.56666666666667,6.4,6.65
66,3.76666666666667,3.6,5.96666666666667,4.6,4.4
67,4.53333333333333,3.4,4.3,7.05,5.9
68,4.3,3.23333333333333,3.86666666666667,5.55,4.7
69,3.16666666666667,2.93333333333333,4.6,2.75,4
70,5.8,3.06666666666667,5.73333333333333,4.1,3.3
71,6.13333333333333,3.7,4.76666666666667,6.9,4.5
72,4.46666666666667,5.2,6.13333333333333,6.05,4.4
73,3.03333333333333,3.8,5.7,2.6,4.7
74,4.33333333333333,2.13333333333333,6.53333333333333,1.9,3.6
75,4.53333333333333,4.43333333333333,4.93333333333333,6.3,3.2
76,3.93333333333333,2.9,4.8,5.25,5.85
77,4,3.66666666666667,4.4,5.65,6.3
78,7.13333333333333,4.2,7.1,3.95,3.6
79,3.26666666666667,2.3,3.5,3.15,4
80,7.26666666666667,3.36666666666667,3.86666666666667,4.6,4.15
81,2.36666666666667,4.43333333333333,3.06666666666667,3.05,4.1
82,5.7,5.9,5.9,7.55,5.5
83,6.63333333333333,5.16666666666667,5.5,6.75,4.85
84,7.03333333333333,3.46666666666667,4.2,6.1,6.7
85,4.53333333333333,6.2,3.76666666666667,6.85,6.9
86,3.2,3.66666666666667,5.76666666666667,6.9,2.95
87,5.63333333333333,4.4,4.23333333333333,6.6,4.3
88,3.66666666666667,3,4.26666666666667,5.8,3.95
89,6.2,3.4,5.3,2.95,7.15
90,5.43333333333333,4.83333333333333,4.7,5.4,3.65
91,3.96666666666667,2.36666666666667,7.06666666666667,2.35,3.2
92,5.16666666666667,3.7,4.26666666666667,6.15,5.2
93,7.33333333333333,4.63333333333333,6.76666666666667,5.35,5.75
94,5.7,4.26666666666667,5.23333333333333,6.6,4.05
95,3.26666666666667,3.93333333333333,3.5,5.25,6.8
96,5.13333333333333,2.93333333333333,5.53333333333333,3.9,5.1
97,4.1,6.86296296296296,5.23333333333333,4.75,4.15
98,4.86666666666667,2.73333333333333,5.6,3.9,6.25
99,3.03333333333333,4.2,2.6,5.85,7.3
100,5.86666666666667,3.26666666666667,5.03333333333333,5.05,5.65
101,5.96666666666667,4.03333333333333,4.9,7.15,5.5
102,3.9,5.9,4.66666666666667,5.7,3.15
103,3.76666666666667,3.2,3.83333333333333,5.75,5.7
104,4.83333333333333,2.96666666666667,4.86666666666667,4.5,5.85
105,4.56666666666667,4.43333333333333,4.2,6.55,4.6
106,2.43333333333333,2.56666666666667,4.13333333333333,6.45,3.4
