essay_id,o_v4002,c_v4002,e_v4002,a_v4002,n_v4002
1,4.83333333333333,5.33333333333333,6.2,3.8,4.73333333333333
2,3.36666666666667,3.4,3.9,5.4,5.23333333333333
3,5.4,3.33333333333333,4.4,4.1,6.76666666666667
4,4.46666666666667,6.13333333333333,7.43333333333333,5.26666666666667,5.66666666666667
5,3.93333333333333,5.4,5.06666666666667,5.33333333333333,5.7
6,6.9,3.66666666666667,5.33333333333333,5,6.26666666666667
7,4.73333333333333,4.66666666666667,4.4,5,4.83333333333333
8,4.96666666666667,3.6,4.36666666666667,3.16666666666667,6.1
9,4.53333333333333,2.4,5.13333333333333,5.26666666666667,6.7
10,4.9,4.56666666666667,5.93333333333333,5.33333333333333,6.3
11,2.73333333333333,4,1.63333333333333,4.46666666666667,5.26666666666667
12,4.96666666666667,7.2,3.8,3.8,5.63333333333333
13,4.4,4,5.7,6.13333333333333,5.4
14,4.76666666666667,3.26666666666667,7.46666666666667,4.93333333333333,5.73333333333333
15,3.43333333333333,3.1,4.7,3.96666666666667,3.3
16,3.5,3.3,3.53333333333333,3.23333333333333,6.96666666666667
17,4.93333333333333,5.73333333333333,3.53333333333333,2.43333333333333,3.9
18,5.83333333333333,2.86666666666667,4.53333333333333,4.5,4
19,3.83333333333333,6.63333333333333,4.06666666666667,3.8,2.5
20,5.2,2.36666666666667,3.03333333333333,4.9,6.5
21,3.9,6.53333333333333,4.9,5.46666666666667,6.46666666666667
22,4.63333333333333,5.73333333333333,4.66666666666667,5.63333333333333,7.8
23,4.3,3.73333333333333,5.83333333333333,6.56666666666667,4.83333333333333
24,5.93333333333333,5.26666666666667,5.8,5.33333333333333,6.93333333333333
25,5.03333333333333,6.3,6.56666666666667,6.26666666666667,5.5
26,4.73333333333333,6.63333333333333,5.46666666666667,6.36666666666667,5.06666666666667
27,4.36666666666667,5.13333333333333,6.86666666666667,4.93333333333333,3.06666666666667
28,5.36666666666667,3.13333333333333,5.4,5.63333333333333,5.53333333333333
29,4.4,2.86666666666667,3.1,5.16666666666667,6.63333333333333
30,4.86666666666667,4.2,7,6.4,7.3
31,3.7,3.26666666666667,5.2,5.2,3.93333333333333
32,3.43333333333333,4.56666666666667,4.96666666666667,4.86666666666667,5.53333333333333
33,3.8,3.3,3.2,5.2,7.43333333333333
34,5.1,4.8,2.96666666666667,5.2,6.96666666666667
35,4.96666666666667,4.2,6.3,4.46666666666667,6
36,5.23333333333333,5.4,5.6,6.1,5.26666666666667
37,6.56666666666667,5.3,4.8,3.96666666666667,4.43333333333333
38,4.53333333333333,3.96666666666667,5.16666666666667,4.76666666666667,5.83333333333333
39,5,6.96666666666667,5.1,5.13333333333333,4.43333333333333
40,5.03333333333333,2.9,5.63333333333333,4.43333333333333,4.2
41,3.73333333333333,4.83333333333333,2.43333333333333,4.16666666666667,5.96666666666667
42,6.66666666666667,2.6,4.5,3.73333333333333,6.3
43,5.8,6.3,5.53333333333333,3.4,6.13333333333333
44,4.13333333333333,5.53333333333333,3.9,4.96666666666667,4.63333333333333
45,5.03333333333333,2.7,6.4,3.76666666666667,6.1
46,5.1,6.4,4.93333333333333,5.86666666666667,5.2
47,4.33333333333333,4.73333333333333,2.5,3.9,6.06666666666667
48,4.03333333333333,4.33333333333333,4.8,5.8,6.26666666666667
49,5.9,2.5,7.33333333333333,4.33333333333333,2.93333333333333
50,5.06666666666667,4.2,5.6,5.46666666666667,5.23333333333333
