essay_id,o_v30,c_v30,e_v30,a_v30,n_v30
1,4.83333333333333,4.25,5.86666666666667,4.25,4.91666666666667
2,4.22222222222222,3.11111111111111,4.47222222222222,5,4.55555555555556
3,5.2,2.51666666666667,3.93333333333333,3.88333333333333,5.08333333333333
4,4.73333333333333,4.8,6.26666666666667,5.13333333333333,4.66666666666667
5,3.93333333333333,3.36666666666667,5.4,4.4,4.63333333333333
6,6,2.86666666666667,4.56666666666667,5.2,5.06666666666667
7,4.63333333333333,2.63333333333333,4.83333333333333,4.33333333333333,3.73333333333333
8,4.76666666666667,3.2,4.43333333333333,3.46666666666667,4.9
9,4.33333333333333,2.73333333333333,4.43333333333333,4.03333333333333,5.96666666666667
10,4.26666666666667,4.2,5.43333333333333,4.73333333333333,5.46666666666667
11,4.43333333333333,3.13333333333333,3.63333333333333,3.63333333333333,4.6
12,4.9,5.1,4.06666666666667,4.16666666666667,4.9
13,4.7,3.06666666666667,5,4.93333333333333,4.1
14,4.93333333333333,2.43333333333333,6.13333333333333,3.96666666666667,4.86666666666667
15,3.3,3.13333333333333,4.36666666666667,3.63333333333333,3.6
16,3.26666666666667,3.46666666666667,4.23333333333333,3.13333333333333,4.9
17,5.3,4.3,3.66666666666667,3.66666666666667,3.3
18,5.33333333333333,3.26666666666667,4.76666666666667,4.76666666666667,3.83333333333333
19,3.6,5.2,4.2,3.7,2.76666666666667
20,4.9,2.9,3.3,4.73333333333333,5.56666666666667
21,4.1,4.36666666666667,4.26666666666667,4.93333333333333,5.2
22,4.73333333333333,4.1,5,4.76666666666667,6.7
23,4.5,3.93333333333333,5.96666666666667,6.06666666666667,4
24,5.23333333333333,4.56666666666667,5.5,4.33333333333333,5.66666666666667
25,4.33333333333333,5.53333333333333,5.83333333333333,5.43333333333333,4.96666666666667
26,4.53333333333333,4.63333333333333,4.86666666666667,5.46666666666667,4.36666666666667
27,3.56666666666667,3.56666666666667,5.93333333333333,3.76666666666667,3.6
28,5.6,2.86666666666667,4.93333333333333,4.26666666666667,4.5
29,5.03333333333333,3.26666666666667,2.86666666666667,4.9,5.93333333333333
30,4.46666666666667,3.2,5.13333333333333,5.36666666666667,5.9
31,4.06666666666667,3.03333333333333,4.96666666666667,5.46666666666667,4.66666666666667
32,3.6,2.7,4.73333333333333,4.06666666666667,5
33,4.66666666666667,3,4.06666666666667,4.56666666666667,6.06666666666667
34,4.13333333333333,3.33333333333333,2.93333333333333,4.03333333333333,5.13333333333333
35,5.4,4.1,5.43333333333333,4.6,4.86666666666667
36,4.73333333333333,4.23333333333333,4.46666666666667,5.26666666666667,4.23333333333333
37,5.73333333333333,3.5,5.26666666666667,4.16666666666667,4.23333333333333
38,4.86666666666667,2.93333333333333,5.06666666666667,4.03333333333333,5.16666666666667
39,4.33333333333333,4.26666666666667,5.4,5.13333333333333,4.63333333333333
40,4.6,4.23333333333333,4.66666666666667,4.76666666666667,4
41,4,3.63333333333333,3.86666666666667,4.03333333333333,4.43333333333333
42,5.46666666666667,2.93333333333333,4.56666666666667,4.66666666666667,5.66666666666667
43,4.86666666666667,4.03333333333333,4.8,3.8,4.9
44,4.6,4.16666666666667,4.4,4.4,3.8
45,4.46666666666667,2.63333333333333,5.23333333333333,3.5,3.56666666666667
46,5.1,5.1,5.3,5.16666666666667,4.76666666666667
47,3.26666666666667,2.7,3.8,3.1,4.96666666666667
48,4.2,4.16666666666667,4.66666666666667,5.36666666666667,5.4
49,5,2.76666666666667,6.7,4.3,3.8
50,4.8,2.86666666666667,5.33333333333333,4.93333333333333,4.4
51,5.36666666666667,3.76666666666667,5.33333333333333,4.93333333333333,5.1
52,4.8,4.33333333333333,3.53333333333333,5.53333333333333,4.63333333333333
53,4.86666666666667,4.2,3.2,5.53333333333333,5.3
54,4.33333333333333,5.13333333333333,3.86666666666667,4.66666666666667,4.33333333333333
55,4.63333333333333,3,5.73333333333333,3.5,5.9
56,4.3,2.96666666666667,4.63333333333333,5.3,4.3
57,3.53333333333333,4.1,3.66666666666667,4.26666666666667,3.36666666666667
58,4.56666666666667,3.3,6.3,5.2,4.3
59,4.73333333333333,4.66666666666667,5.13333333333333,5.33333333333333,4.16666666666667
60,4.63333333333333,2.8,5.1,4.2,4.26666666666667
61,5.33333333333333,6.83333333333333,4.9,4.03333333333333,3.6
62,5.06666666666667,3.5,6.03333333333333,4.46666666666667,5.43333333333333
63,4,3.06666666666667,4,4.46666666666667,5.56666666666667
64,5.2,4.2,3.9,4.3,3.73333333333333
65,4.3,4.33333333333333,4.6,5.5,5.8
66,3.76666666666667,2.83333333333333,5.03333333333333,4,4.76666666666667
67,4.33333333333333,3.86666666666667,4.03333333333333,5.33333333333333,4.83333333333333
68,3.66666666666667,3.7,3.43333333333333,4.1,3.96666666666667
69,3.56666666666667,2.76666666666667,3.2,3.53333333333333,4.83333333333333
70,5.3,3.06666666666667,5.2,4.3,4.16666666666667
71,5.13333333333333,4.23333333333333,4.36666666666667,5.36666666666667,4.26666666666667
72,4.66666666666667,4.53333333333333,5.33333333333333,4.8,4.8
73,3.93333333333333,4.46666666666667,3.93333333333333,3.36666666666667,5.1
74,4.23333333333333,2.03333333333333,4.76666666666667,3.26666666666667,5.1
75,4.16666666666667,4,5.23333333333333,5.13333333333333,3.36666666666667
76,3.56666666666667,2.86666666666667,3.56666666666667,5.2,5.46666666666667
77,4.46666666666667,4.13333333333333,3.7,5,5.33333333333333
78,5.86666666666667,3.93333333333333,5.76666666666667,3.86666666666667,4.56666666666667
79,3.3,2.3,3.26666666666667,3.26666666666667,4.33333333333333
80,5.63333333333333,4.2,3.8,4.2,3.73333333333333
81,3.3,4.03333333333333,3.36666666666667,3.53333333333333,4.46666666666667
82,5.06666666666667,5.4,4.56666666666667,6.13333333333333,3.9
83,5.4,4.73333333333333,5.63333333333333,5.66666666666667,4.76666666666667
84,5.3,3.06666666666667,3.76666666666667,3.9,5.1
85,5.23333333333333,5.9,3.4,5,5.33333333333333
86,4.26666666666667,2.93333333333333,5.66666666666667,5.4,3.5
87,4.56666666666667,4.26666666666667,4.23333333333333,5.3,4.26666666666667
88,3.76666666666667,3.26666666666667,3.86666666666667,4.73333333333333,3.7
89,5.26666666666667,2.86666666666667,3.5,3.4,6.16666666666667
90,4.2,3.86666666666667,3.83333333333333,4.56666666666667,3.46666666666667
91,4.56666666666667,2.76666666666667,6.03333333333333,3.1,3.73333333333333
92,5.3,3.6,5.03333333333333,4.63333333333333,4.76666666666667
93,5.73333333333333,3.96666666666667,5.66666666666667,4.96666666666667,5.73333333333333
94,5.4,3.73333333333333,5.73333333333333,5.33333333333333,4.46666666666667
95,3.96666666666667,3.8,2.73333333333333,4.13333333333333,4.8
96,4.4,2.53333333333333,4.16666666666667,3.9,5.53333333333333
97,4.33333333333333,5.7,4.7,5.23333333333333,4.73333333333333
98,4.66666666666667,2.36666666666667,4.83333333333333,3.73333333333333,5.7
99,3.66666666666667,4.33333333333333,3.06666666666667,4.73333333333333,5.96666666666667
100,4.63333333333333,2.83333333333333,4.6,4.63333333333333,5.53333333333333
101,5.76666666666667,4.36666666666667,4.6,5.63333333333333,4.9
102,3.16666666666667,4.66666666666667,3.83333333333333,5.23333333333333,3.26666666666667
103,3.73333333333333,2.53333333333333,3.73333333333333,4.13333333333333,4.16666666666667
104,4.46666666666667,3.16666666666667,3.86666666666667,4.4,5.46666666666667
105,4.06666666666667,4.16666666666667,3.73333333333333,5.56666666666667,4
106,3.26666666666667,1.86666666666667,4.23333333333333,4.3,3.8
107,4.53333333333333,3.4,4.16666666666667,4.83333333333333,4.73333333333333
108,3.63333333333333,2.63333333333333,5.2,3.43333333333333,5.63333333333333
109,4.03333333333333,2.66666666666667,5,4.66666666666667,5.53333333333333
110,4.8,3.53333333333333,4.63333333333333,4.73333333333333,4.26666666666667
111,4.2,3.16666666666667,5.76666666666667,3.03333333333333,4.4
112,4.53333333333333,2.56666666666667,4.4,3.9,3.93333333333333
113,5.3,4.13333333333333,3.73333333333333,4.53333333333333,4.16666666666667
114,4.96666666666667,3.36666666666667,4.86666666666667,5.33333333333333,3.56666666666667
115,5.26666666666667,2.86666666666667,4.46666666666667,3.8,3.93333333333333
116,4,5.13333333333333,4,4.46666666666667,4.16666666666667
117,6.16666666666667,6.33333333333333,5.46666666666667,6.26666666666667,3.46666666666667
118,5.63333333333333,4.83333333333333,5.2,5.26666666666667,4
119,4.06666666666667,5.73333333333333,5.13333333333333,5.1,3.5
120,4.66666666666667,4.2,3,5.26666666666667,5.8
121,5.1,2.73333333333333,3.53333333333333,4.16666666666667,6.33333333333333
122,4.8,4.83333333333333,5.4,4.13333333333333,5.3
123,4.36666666666667,4.16666666666667,5.5,6.06666666666667,3.8
124,5.36666666666667,3.83333333333333,5.03333333333333,3.73333333333333,4.13333333333333
125,4.83333333333333,4.06666666666667,4.83333333333333,5.86666666666667,4.66666666666667
126,3.16666666666667,3,3,4,4.73333333333333
127,4.53333333333333,3.33333333333333,5.33333333333333,5.93333333333333,4.43333333333333
128,4.76666666666667,3,3,4.1,6.16666666666667
129,4.43333333333333,3.73333333333333,3.86666666666667,4.9,5.33333333333333
130,3.93333333333333,3.53333333333333,4.16666666666667,3.63333333333333,3.36666666666667
131,4.96666666666667,3.33333333333333,3.1,4.43333333333333,5.8
132,4.23333333333333,2.43333333333333,4.93333333333333,3.53333333333333,5.53333333333333
133,3.5,4.06666666666667,2,3.86666666666667,5.56666666666667
134,4.5,2.5,4.5,2.2,5.93333333333333
135,4.46666666666667,3.7,5.8,4.8,4.06666666666667
136,3.93333333333333,3.9,4.96666666666667,3.83333333333333,4.7
137,3.73333333333333,3.46666666666667,4.03333333333333,4.9,4.3
138,3.8,2.36666666666667,4.4,3.93333333333333,5.93333333333333
139,3.06666666666667,2.33333333333333,3.46666666666667,3.7,4.23333333333333
140,4.36666666666667,2.5,4.76666666666667,5.3,5.1
141,4.3,3.03333333333333,3.26666666666667,4.56666666666667,5.1
142,4.73333333333333,2.66666666666667,4.43333333333333,4.23333333333333,6
143,3.66666666666667,3.83333333333333,2.8,4.43333333333333,5.96666666666667
144,4.76666666666667,2.6,5.4,4.76666666666667,4.4
145,4.7,3.66666666666667,3.53333333333333,5,5.56666666666667
146,5.1,4.46666666666667,6.26666666666667,4.76666666666667,4.03333333333333
147,4.03333333333333,3.8,4.6,4.43333333333333,6.03333333333333
148,5.23333333333333,3.56666666666667,4.4,5.66666666666667,4.83333333333333
149,4.36666666666667,2.86666666666667,4.76666666666667,4.13333333333333,5.33333333333333
150,5.63333333333333,4,4.13333333333333,5.53333333333333,4.86666666666667
151,4.83333333333333,3.3,3.8,4.36666666666667,3.9
152,3.66666666666667,3,3.8,4.73333333333333,4.76666666666667
153,3.6,4,4.06666666666667,4.33333333333333,3.6
154,6.03333333333333,2.3,4.3,3.2,6.43333333333333
155,4.66666666666667,3.96666666666667,4.4,5.73333333333333,3.6
156,3.66666666666667,2.6,3.2,3.76666666666667,4.46666666666667
157,4.53333333333333,4.86666666666667,4.76666666666667,5.4,4.5
158,5.83333333333333,3,6.43333333333333,3.4,5.73333333333333
159,4.73333333333333,5.2,4.73333333333333,5.96666666666667,5.13333333333333
160,5.5,4.26666666666667,4.9,5.06666666666667,4.73333333333333
161,4.33333333333333,4.43333333333333,4.73333333333333,4.6,3.93333333333333
162,4.3,4.5,6.2,5.76666666666667,3.56666666666667
163,3.73333333333333,3.26666666666667,6,3.56666666666667,4.63333333333333
164,5.23333333333333,4.23333333333333,4.06666666666667,5.4,3.73333333333333
165,4.8,3.56666666666667,4.9,5.76666666666667,4.63333333333333
166,5.33333333333333,3.03333333333333,4.13333333333333,5.4,4.9
167,6.13333333333333,3.4,5,4.83333333333333,4.9
168,4.3,5.13333333333333,4.76666666666667,5.76666666666667,5.2
169,4.83333333333333,2.8,5.66666666666667,3.6,4.76666666666667
170,4.6,3.63333333333333,3.9,4.86666666666667,4.03333333333333
171,3.66666666666667,3.8,4.13333333333333,4.73333333333333,3.66666666666667
172,3.6,3.96666666666667,4.23333333333333,3.9,5.7
173,5.3,3.83333333333333,3.53333333333333,5.13333333333333,5.53333333333333
174,3.73333333333333,3.23333333333333,3.76666666666667,2.8,4.66666666666667
175,4.5,3.03333333333333,4.76666666666667,4.6,3.3
176,4.46666666666667,4.23333333333333,5.23333333333333,4.6,3.7
177,4.83333333333333,3.1,4.43333333333333,3.5,4.33333333333333
178,5.43333333333333,3.73333333333333,4.56666666666667,4.43333333333333,4.83333333333333
179,4.93333333333333,2.66666666666667,4.83333333333333,4.43333333333333,6
180,3.46666666666667,4.4,3.53333333333333,4.53333333333333,3.63333333333333
181,3.86666666666667,4.8,4.03333333333333,5.16666666666667,3.83333333333333
182,4.66666666666667,2.8,2.83333333333333,4.36666666666667,5.83333333333333
183,4.3,3.06666666666667,4.6,4.3,3.23333333333333
184,4.56666666666667,3.23333333333333,3.06666666666667,3.56666666666667,3.96666666666667
185,4.76666666666667,4.16666666666667,5.46666666666667,5.06666666666667,4.83333333333333
186,4.86666666666667,2.43333333333333,4.4,4.9,6.13333333333333
187,4.93333333333333,5.86666666666667,3.9,5.3,2.9
188,5.96666666666667,3.63333333333333,4.26666666666667,4.6,5.53333333333333
189,4.7,3,5,4.66666666666667,4.43333333333333
190,4.9,3.16666666666667,4.53333333333333,5.93333333333333,4.46666666666667
191,4.3,2.86666666666667,2.3,4.56666666666667,6.46666666666667
192,3,3.13333333333333,3.3,3.33333333333333,3.66666666666667
193,4.13333333333333,3.63333333333333,3.56666666666667,5.16666666666667,4.36666666666667
194,4.26666666666667,3.73333333333333,4.83333333333333,5.16666666666667,5.06666666666667
195,4.46666666666667,4,2.33333333333333,5.33333333333333,5.83333333333333
196,4.06666666666667,3.73333333333333,4.6,5.6,5.7
197,5.26666666666667,6.43333333333333,5.2,5.43333333333333,3.06666666666667
198,4.13333333333333,2.7,3.46666666666667,4.46666666666667,5.56666666666667
199,4.5,3.33333333333333,5.1,4.66666666666667,4.13333333333333
200,3.86666666666667,3.6,4.53333333333333,5.56666666666667,3.7
201,4,3.23333333333333,4.8,4.36666666666667,5.06666666666667
202,4.03333333333333,3.56666666666667,4.53333333333333,3.9,3.93333333333333
203,4.4,2.6,4.83333333333333,3.06666666666667,3.96666666666667
204,4.56666666666667,5.43333333333333,5.63333333333333,4.8,4.06666666666667
205,4.43333333333333,3.9,3.8,2.9,5.43333333333333
206,4.9,3.43333333333333,3.43333333333333,4.4,4.73333333333333
207,5.8,3.86666666666667,4.63333333333333,5.03333333333333,4.73333333333333
208,3.73333333333333,3.5,2.33333333333333,3.26666666666667,5.46666666666667
209,4.63333333333333,3.7,3.23333333333333,3.6,5.86666666666667
