essay_id,o_v41,c_v41,e_v41,a_v41,n_v41
1,4.86666666666667,4.56666666666667,6.23333333333333,3.6,5.3
2,3.2,3.66666666666667,4.03333333333333,5.1,5.4
3,5.33333333333333,2.7,3.83333333333333,3.23333333333333,6.46666666666667
4,4.73333333333333,5.6,6.9,4.46666666666667,5.63333333333333
5,4.16666666666667,5.5,5.83333333333333,5,6
6,7.03333333333333,3.76666666666667,5.73333333333333,5.83333333333333,5.63333333333333
7,4.73333333333333,4.63333333333333,4.1,4.23333333333333,4.83333333333333
8,5.3,5.13333333333333,4.86666666666667,3.53333333333333,6.06666666666667
9,4.2,1.86666666666667,5.16666666666667,4.5,7.26666666666667
10,4.96666666666667,4.93333333333333,6.3,5.86666666666667,6.63333333333333
11,2.7,4.96666666666667,1.73333333333333,4.33333333333333,5.06666666666667
12,4.86666666666667,7.36666666666667,4.43333333333333,4.4,5.03333333333333
13,5.13333333333333,3.83333333333333,5.86666666666667,6.06666666666667,5.5
14,4.9,3.96666666666667,7.56666666666667,5.06666666666667,6
15,3.66666666666667,3.16666666666667,4.56666666666667,3.76666666666667,3.96666666666667
16,5.26666666666667,4.5,4.1,4.4,6.36666666666667
17,4.7,5.93333333333333,3.16666666666667,2.93333333333333,4.8
18,6.33333333333333,2.26666666666667,4.46666666666667,4.3,4.33333333333333
19,3.73333333333333,6.86666666666667,3.9,4.73333333333333,2.4
20,5.2,1.8,3.1,4.7,6.76666666666667
21,4.63333333333333,6.16666666666667,5.23333333333333,5.73333333333333,6.7
22,4.53333333333333,5.56666666666667,4.3,5.83333333333333,7.96666666666667
23,4.66666666666667,3.96666666666667,6.2,6.56666666666667,4.83333333333333
24,6.76666666666667,5.86666666666667,6.06666666666667,6.03333333333333,6.93333333333333
25,5,5.7,6.63333333333333,6.4,5.33333333333333
26,4.76666666666667,6.33333333333333,5.23333333333333,6.7,5.1
27,4.9,5.33333333333333,7.6,5.3,3.56666666666667
28,5.66666666666667,3.3,4.8,5.46666666666667,6
29,4.5,2.6,3,4.73333333333333,6.4
30,4.56666666666667,3.6,6.33333333333333,5.9,7.06666666666667
31,3.56666666666667,3.26666666666667,5.26666666666667,5.36666666666667,4
32,3.1,4.63333333333333,5.06666666666667,5.43333333333333,5.5
33,4.3,3.66666666666667,2.76666666666667,5.3,7.6
34,5.26666666666667,4.3,2.46666666666667,5.16666666666667,7.23333333333333
35,5.16666666666667,4.86666666666667,6.83333333333333,4.43333333333333,5.73333333333333
36,5.33333333333333,5.33333333333333,6,6.03333333333333,5.7
37,6.8,4.86666666666667,4.83333333333333,4.66666666666667,4.66666666666667
38,6.03333333333333,3.9,6.3,5.9,7.03333333333333
39,4.83333333333333,6.83333333333333,4.83333333333333,4.93333333333333,4.73333333333333
40,4.9,3.06666666666667,5.6,4.7,4.93333333333333
41,3.6,4.73333333333333,2.23333333333333,3.3,6.36666666666667
42,6.63333333333333,2.5,5.2,3.9,6.9
43,5.43333333333333,6.53333333333333,5.26666666666667,3.1,5.93333333333333
44,3.9,5.76666666666667,3.73333333333333,4.9,4.2
45,4.4,3.06666666666667,6.16666666666667,3.03333333333333,5.4
46,5.16666666666667,6.46666666666667,5.1,6.2,5.4
47,3.16666666666667,4.2,2.23333333333333,4.03333333333333,6.46666666666667
48,4.22222222222222,4.55555555555556,4.61111111111111,6.11111111111111,6.94444444444444
49,6.5,2.5,7.5,4.66666666666667,4
50,4.73333333333333,4.16666666666667,5.33333333333333,4.93333333333333,5.4
51,6.1,6.26666666666667,6.46666666666667,5.83333333333333,5.33333333333333
52,5.2,4.76666666666667,3.73333333333333,7.6,5.36666666666667
53,4.43333333333333,4.7,2.5,5.03333333333333,5.73333333333333
54,4.16666666666667,5.33333333333333,3.5,4.33333333333333,4.83333333333333
55,6.5,4,6.5,4.5,6.33333333333333
56,4.55555555555556,6,4.72222222222222,5.55555555555556,4.11111111111111
57,4.33333333333333,6.44444444444444,4.27777777777778,4.77777777777778,4.55555555555556
58,5.27777777777778,2.27777777777778,7,5.38888888888889,4.38888888888889
59,4.77777777777778,5.16666666666667,6.16666666666667,5.55555555555556,4.66666666666667
60,4.05555555555556,2.72222222222222,3.66666666666667,2.94444444444444,4.55555555555556
61,5.33333333333333,7.44444444444444,4.61111111111111,3.05555555555556,4
62,4.33333333333333,3.61111111111111,6.27777777777778,4.83333333333333,5.94444444444444
63,3.38888888888889,3.66666666666667,4.27777777777778,4.83333333333333,6.33333333333333
64,5.27777777777778,4.83333333333333,3,4.55555555555556,5.94444444444444
65,4.11111111111111,5.16666666666667,4.5,6.05555555555556,7
66,3.77777777777778,3.88888888888889,5.22222222222222,4.22222222222222,6.16666666666667
67,5.88888888888889,5.55555555555556,5.27777777777778,6.11111111111111,5.55555555555556
68,3.38888888888889,4.88888888888889,3.94444444444444,5.16666666666667,3.72222222222222
69,3.5,2.38888888888889,2.77777777777778,3.66666666666667,6
70,4.33333333333333,4.77777777777778,4.83333333333333,4.27777777777778,4.33333333333333
71,5.05555555555556,5.11111111111111,4.11111111111111,4.22222222222222,4.72222222222222
72,4.83333333333333,5.33333333333333,5.72222222222222,5.66666666666667,5.22222222222222
73,4.66666666666667,5.66666666666667,4.16666666666667,3.83333333333333,6.33333333333333
74,6.38888888888889,2.11111111111111,5.22222222222222,2.88888888888889,5.11111111111111
75,4.5,6,6.83333333333333,5.83333333333333,3.33333333333333
76,3.5,4.16666666666667,3.16666666666667,4.5,5.16666666666667
77,4.38888888888889,3.5,3.61111111111111,6,6.11111111111111
78,4.83333333333333,5.33333333333333,4,4,5.66666666666667
79,3.77777777777778,2.72222222222222,2.94444444444444,4.11111111111111,4.44444444444444
80,5.16666666666667,4.66666666666667,2.83333333333333,3.5,2.33333333333333
81,3.44444444444444,5.94444444444444,2.77777777777778,3.61111111111111,4.77777777777778
82,5,6.61111111111111,5.5,6,3.61111111111111
83,5.83333333333333,4.83333333333333,6.5,5.44444444444444,6.27777777777778
84,4.83333333333333,3.83333333333333,4.5,4.16666666666667,6
85,4.66666666666667,6.66666666666667,3.83333333333333,6.5,6.16666666666667
86,4.5,3.83333333333333,6.44444444444444,6.44444444444444,3.44444444444444
87,4.27777777777778,5.11111111111111,4.77777777777778,6.33333333333333,4.5
