essay_id,o_v4006,c_v4006,e_v4006,a_v4006,n_v4006
1,4.66666666666667,5.53333333333333,5.96666666666667,3.73333333333333,4.86666666666667
2,3.46666666666667,3.06666666666667,3.96666666666667,5.33333333333333,5.5
3,5.13333333333333,3.2,3.86666666666667,3.56666666666667,6.5
4,4.8,6.46666666666667,7.06666666666667,5,5.46666666666667
5,4.23333333333333,5.33333333333333,5.3,5.5,6.1
6,7.13333333333333,4,5.33333333333333,4.93333333333333,5.93333333333333
7,5,4.13333333333333,4.93333333333333,5.26666666666667,4.86666666666667
8,4.7,4.36666666666667,4.53333333333333,3.26666666666667,5.86666666666667
9,4.5,2.5,5.93333333333333,5.4,7.06666666666667
10,4.56666666666667,4.63333333333333,6.1,5.86666666666667,6.5
11,2.56666666666667,4.06666666666667,1.43333333333333,4.46666666666667,5.5
12,5.1,7.43333333333333,4.5,3.8,5.33333333333333
13,4.7,4.06666666666667,5.6,5.9,5.5
14,5.2,3.06666666666667,7.46666666666667,5.53333333333333,6.13333333333333
15,3.96666666666667,3.46666666666667,5.26666666666667,4.2,4.16666666666667
16,3.83333333333333,3.93333333333333,3.8,3.8,6.66666666666667
17,5.6,6.3,3.73333333333333,2.9,4.6
18,6,2.63333333333333,4.9,4.53333333333333,4.06666666666667
19,3.7,6.73333333333333,4.03333333333333,4.2,2.76666666666667
20,5.83333333333333,2.73333333333333,3.2,5.33333333333333,6.66666666666667
21,3.96666666666667,6.6,5,5.46666666666667,6.36666666666667
22,5.56666666666667,6.13333333333333,4.5,5.7,7.86666666666667
23,4.73333333333333,4.03333333333333,6.1,7,5.16666666666667
24,6,5.36666666666667,6.33333333333333,5.2,6.7
25,5.1,6.23333333333333,6.56666666666667,6.2,5.4
26,4.6,6.63333333333333,5.6,6.43333333333333,5
27,4.36666666666667,5.66666666666667,7.03333333333333,5.13333333333333,3.33333333333333
28,6.53333333333333,4,5.23333333333333,5.63333333333333,5.53333333333333
29,4.5,2.53333333333333,3.2,4.9,6.66666666666667
30,4.7,3.96666666666667,6.36666666666667,6.06666666666667,7.03333333333333
31,3.76666666666667,3.73333333333333,5.43333333333333,4.4,4.36666666666667
32,3.56666666666667,4.66666666666667,5.36666666666667,4.86666666666667,5.73333333333333
33,3.73333333333333,2.9,3.1,4.43333333333333,7.36666666666667
34,5.46666666666667,4.3,2.96666666666667,5,7.03333333333333
35,5.26666666666667,4.83333333333333,6.56666666666667,4.73333333333333,5.86666666666667
36,5.2,5.5,5.46666666666667,6.36666666666667,5.2
37,6.33333333333333,5.6,4.66666666666667,4.3,4.33333333333333
38,5.03333333333333,3.63333333333333,5.4,4.9,5.7
39,4.86666666666667,6.96666666666667,5.36666666666667,5.23333333333333,4.73333333333333
40,4.76666666666667,2.96666666666667,5.4,4.46666666666667,4.66666666666667
41,3.46666666666667,4.8,2.63333333333333,4.43333333333333,6.13333333333333
42,6.86666666666667,2.7,4.7,4.2,6.16666666666667
43,6.06666666666667,6.23333333333333,5.43333333333333,3.43333333333333,6
44,4.03333333333333,5.8,3.9,5.3,4.7
45,5.06666666666667,2.43333333333333,6.43333333333333,3.76666666666667,6.1
46,5.23333333333333,6.7,5.16666666666667,6.03333333333333,5.46666666666667
47,4.06666666666667,5.06666666666667,2.43333333333333,3.83333333333333,6.33333333333333
48,4.3,4.63333333333333,5.06666666666667,6.3,6.36666666666667
49,5.5,2.2,7.4,4.23333333333333,2.63333333333333
50,4.93333333333333,4.56666666666667,6,6.16666666666667,5.36666666666667
