essay_id,o_v11,c_v11,e_v11,a_v11,n_v11
1,4.13333333333333,3.6,5.2,5.1,4
2,4.66666666666667,3.33333333333333,3.75,5.1,4.35
3,6.76666666666667,2.66666666666667,4.5,3.25,5.4
4,4.33333333333333,4.53333333333333,5.75,5.4,4.75
5,4.63333333333333,3.83333333333333,6.6,4.5,3.85
6,7.73333333333333,3.03333333333333,4.25,5.4,5.3
7,4.76666666666667,2.96666666666667,5.15,4.65,3.05
8,5.23333333333333,2.83333333333333,6.8,2.65,4.35
9,3.56666666666667,3.33333333333333,6.15,3.8,6.4
10,4.26666666666667,3.8,5.25,5.9,5.5
11,3.8,3.73333333333333,2.8,3.6,3.7
12,6.93333333333333,4.66666666666667,5.45,3.9,4.9
13,4.9,3.5,4,5.55,4.1
14,5.93333333333333,2.7,7.05,4.8,4.35
15,3.53333333333333,2.5,4.4,3.55,3.6
16,2.46666666666667,3.5,5.2,2.6,4.05
17,7.96666666666667,5.56666666666667,5.85,3.7,4.15
18,6.4,2.9,3.7,4.75,3.6
19,4.23333333333333,6.7,4.7,4.2,2.4
20,6.36666666666667,3.13333333333333,2.75,4.1,5.9
21,3.3,5.7,3.4,5.3,6.05
22,4.96666666666667,4.33333333333333,6,5,7.55
23,3.7,4.53333333333333,5.45,7.15,3.45
24,5.13333333333333,4.66666666666667,4.6,4.25,5.15
25,3.93333333333333,5.83333333333333,5.75,6.4,4.1
26,4.96666666666667,4.63333333333333,4.15,6.2,5
27,2.63333333333333,4.1,5.6,4.3,3.65
28,7.13333333333333,3.4,5,5.05,4
29,6.23333333333333,3.23333333333333,3.05,4.55,7.65
30,4.83333333333333,3.73333333333333,4.55,5.7,6.65
31,3.63333333333333,3.56666666666667,3.75,5.9,4.2
32,3.66666666666667,3,4.3,3.9,5.6
33,5.56666666666667,3.63333333333333,4.05,3.75,6.9
34,4.1,3.36666666666667,2.55,3.3,7.45
35,6.7,4.46666666666667,5.9,3.35,4.3
36,5.6,4.1,4.05,6.55,4.65
37,7.76666666666667,3.4,5.45,5.2,3.2
38,5.66666666666667,2.86666666666667,5.6,4.05,4.3
39,4.8,4.5,6.7,5.8,4.35
40,5.13333333333333,3.86666666666667,6.05,6.05,4.85
41,3.06666666666667,3.4,3.8,3.15,5.15
42,7.1,3.16666666666667,4.2,5,5.8
43,5.06666666666667,4.16666666666667,5.7,3.1,5.1
44,6.36666666666667,4.13333333333333,4.2,4.2,3.55
45,5.86666666666667,2.43333333333333,6.45,3.55,3.8
46,5.63333333333333,5.83333333333333,4.75,6.55,4.6
47,3.36666666666667,2.76666666666667,4.85,2.35,4.65
48,4.26666666666667,3.53333333333333,4.7,5.6,4.7
49,5.46666666666667,2.93333333333333,6.65,5,3
50,5.6,3.53333333333333,6.2,5.55,3.5
51,6.2,4.26666666666667,5.3,5.3,4.85
52,4.5,5.56666666666667,3.2,6.8,5.35
53,5.8,4.1,2.75,5.75,5.8
54,4,5.16666666666667,3.75,4.05,5
55,3.86666666666667,3,6.4,3.65,5.75
56,3.9,3.86666666666667,4.9,6.05,4.5
57,4.36666666666667,5.06666666666667,4.1,4.25,3.75
58,4.56666666666667,3.73333333333333,5.75,6.2,3.45
59,5.4,5.23333333333333,6.4,6.5,4.5
60,6.06666666666667,3.03333333333333,5.35,4.4,3.5
61,5.5,7.26666666666667,6.2,4.45,4.1
62,4.76666666666667,4.1,5.75,4.9,4.9
63,4.43333333333333,3.8,3.35,3.75,6.45
64,7,4.96666666666667,3.85,4.1,4.65
65,4.33333333333333,3.96666666666667,3.55,4.95,6.65
66,3.76666666666667,3.6,5.6,4.75,4.4
67,4.53333333333333,3.4,2.85,6.2,5.9
68,4.3,3.23333333333333,3.45,4.1,4.7
69,3.16666666666667,2.93333333333333,4.6,2.7,4
70,5.8,3.06666666666667,5.4,3.9,3.3
71,6.13333333333333,3.7,4.35,6.05,4.5
72,4.46666666666667,5.2,5.3,6,4.4
73,3.03333333333333,3.8,6.5,2.55,4.7
74,4.33333333333333,2.13333333333333,7.15,2.35,3.6
75,4.53333333333333,4.43333333333333,3.95,6,3.2
76,3.93333333333333,2.9,3.85,3.95,5.85
77,4,3.66666666666667,3.55,4.55,6.3
78,7.13333333333333,4.2,7.1,3.15,3.6
79,3.26666666666667,2.3,2.75,2.85,4
80,7.26666666666667,3.36666666666667,4.15,3.5,4.15
81,2.36666666666667,4.43333333333333,2.8,3.45,4.1
82,5.7,5.9,5.3,7.7,5.5
83,6.63333333333333,5.16666666666667,4.7,5.95,4.85
84,7.03333333333333,3.46666666666667,3.95,4.3,6.7
85,4.53333333333333,6.2,2.7,4.5,6.9
86,3.2,3.66666666666667,4.65,6.5,2.95
87,5.63333333333333,4.4,3.3,5.9,4.3
88,3.66666666666667,3,3.35,4.45,3.95
89,6.2,3.4,6.7,2.7,7.15
90,5.43333333333333,4.83333333333333,4.1,4.85,3.65
91,3.96666666666667,2.36666666666667,6.7,3.55,3.2
92,5.16666666666667,3.7,4,5.25,5.2
93,7.33333333333333,4.63333333333333,6.6,5.2,5.75
94,5.7,4.26666666666667,3.95,5.8,4.05
95,3.26666666666667,3.93333333333333,2.5,4.45,6.8
96,5.13333333333333,2.93333333333333,5.6,3.75,5.1
97,4.1,6.86296296296296,4.45,5.35,4.15
98,4.86666666666667,2.73333333333333,5.55,4.25,6.25
99,3.03333333333333,4.2,2.7,4.2,7.3
